guest_id,event_timestamp,from_zone,to_zone,ride_name,ride_category,posted_wait_min,actual_wait_min,ride_duration_min,crowd_level,temperature_f,weather,festival,party_size,ticket_type,fun_score,frustration_score
12419,2025-05-12 16:06:31,Entrance,World Discovery,Soarin' Around the World,Family,26.2,23.3,8.5,1.0,66.9,storm,Flower & Garden,2,standard,10.0,1.0
16828,2025-06-20 17:18:00,World Showcase Italy,World Showcase American Adventure,Guardians of the Galaxy: Cosmic Rewind,Thrill,51.9,55.0,9.2,2.2,91.6,cloudy,none,4,park_hopper,8.85,4.26
22897,2025-08-31 14:15:42,World Celebration,World Showcase American Adventure,,,,,,8.3,61.5,cloudy,Food & Wine,2,park_hopper,3.89,5.77
15656,2025-06-11 15:23:12,World Showcase Norway,World Showcase Mexico,Spaceship Earth,Family,10.4,10.4,9.3,2.1,92.3,storm,none,5,park_hopper,8.14,1.34
1748,2025-01-24 09:38:00,World Nature,World Showcase Canada,,,,,,1.3,58.7,cloudy,Festival of the Arts,4,standard,5.33,4.76
4714,2025-02-07 15:37:28,World Showcase United Kingdom,World Showcase France,The Seas with Nemo & Friends,Family,14.3,13.3,13.7,2.6,64.8,clear,Festival of the Arts,2,park_hopper,6.02,1.5
3025,2025-01-30 17:39:16,World Showcase Norway,World Showcase Mexico,Soarin' Around the World,Family,27.4,25.4,14.3,2.8,76.9,clear,Festival of the Arts,2,annual_pass,9.31,2.58
18052,2025-06-27 18:29:05,World Celebration,World Nature,,,,,,1.7,87.8,cloudy,none,5,park_hopper,4.69,4.17
13049,2025-05-17 11:33:27,World Showcase China,Entrance,,,,,,1.0,70.1,storm,Flower & Garden,6,standard,7.34,2.78
19967,2025-07-15 12:14:55,World Nature,World Showcase Canada,The Seas with Nemo & Friends,Family,9.0,9.4,12.1,2.8,74.6,cloudy,none,2,standard,5.94,1.0
18599,2025-06-30 14:19:27,World Showcase Norway,World Showcase United Kingdom,,,,,,4.5,84.5,clear,none,4,standard,5.58,2.81
25239,2025-09-20 20:12:16,World Nature,Entrance,,,,,,3.9,82.0,cloudy,Food & Wine,2,standard,4.79,2.32
2156,2025-01-26 15:33:55,World Discovery,World Celebration,Remy's Ratatouille Adventure,Family,59.6,51.6,11.9,4.6,73.1,clear,Festival of the Arts,6,standard,7.85,3.09
3958,2025-02-03 09:58:00,World Showcase Canada,World Showcase United Kingdom,,,,,,1.9,65.3,light_rain,Festival of the Arts,3,standard,6.78,3.24
14845,2025-06-08 14:11:03,World Showcase Canada,World Showcase Japan,Remy's Ratatouille Adventure,Family,53.3,49.2,16.5,4.1,81.1,clear,none,2,annual_pass,9.3,2.76
5312,2025-02-11 09:28:00,Entrance,World Nature,,,,,,1.5,60.7,clear,Festival of the Arts,5,standard,4.85,4.07
4398,2025-02-04 14:16:40,World Showcase Mexico,World Showcase China,,,,,,4.9,66.1,clear,Festival of the Arts,5,standard,4.46,4.29
2038,2025-01-25 09:04:00,Entrance,World Discovery,,,,,,2.8,55.0,cloudy,Festival of the Arts,2,annual_pass,3.75,4.45
12856,2025-05-13 14:30:10,World Showcase Italy,World Showcase Germany,,,,,,1.5,60.0,light_rain,Flower & Garden,3,annual_pass,6.75,3.18
18680,2025-07-04 18:38:02,World Showcase United Kingdom,World Showcase France,,,,,,1.3,98.0,light_rain,none,2,standard,5.84,4.14
181,2025-01-17 15:02:19,World Nature,World Celebration,Remy's Ratatouille Adventure,Family,40.3,44.3,13.7,2.9,57.0,clear,Festival of the Arts,5,standard,7.18,4.42
23743,2025-09-09 17:14:47,World Showcase Norway,World Showcase Mexico,Spaceship Earth,Family,12.5,10.8,14.4,2.9,80.5,clear,Food & Wine,2,park_hopper,7.28,1.15
8369,2025-03-17 16:30:39,World Nature,World Celebration,,,,,,2.3,60.2,clear,Flower & Garden,5,park_hopper,7.59,1.68
7457,2025-03-08 14:22:21,World Showcase Germany,Entrance,,,,,,3.6,69.6,clear,Flower & Garden,6,standard,7.54,3.97
21335,2025-07-30 10:37:00,World Discovery,World Celebration,Mission: SPACE,Thrill,10.7,9.3,11.1,1.0,90.9,storm,Food & Wine,3,standard,9.14,1.0
11226,2025-04-28 11:52:40,World Showcase American Adventure,World Showcase Japan,Soarin' Around the World,Family,18.0,16.8,12.4,1.1,77.6,storm,Flower & Garden,1,annual_pass,8.42,1.0
17220,2025-06-21 20:47:39,World Nature,Entrance,,,,,,1.4,80.1,light_rain,none,6,standard,6.13,4.72
9771,2025-04-13 12:22:16,Entrance,World Discovery,Test Track,Thrill,40.7,43.7,7.4,4.5,82.0,light_rain,Flower & Garden,4,standard,8.49,4.82
26944,2025-11-01 13:59:25,World Showcase Canada,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,108.9,99.8,4.0,8.0,82.7,clear,Food & Wine,2,standard,9.13,6.93
21825,2025-08-10 14:03:05,Entrance,World Discovery,Frozen Ever After,Family,97.9,73.7,13.4,4.2,73.5,storm,Food & Wine,3,annual_pass,9.83,3.97
22543,2025-08-14 11:49:35,World Discovery,World Celebration,,,,,,3.0,75.3,light_rain,Food & Wine,6,standard,7.11,4.66
993,2025-01-20 14:38:25,World Showcase Italy,World Showcase Germany,,,,,,3.8,67.2,cloudy,Festival of the Arts,2,standard,4.28,1.57
11166,2025-04-28 14:17:26,World Showcase American Adventure,World Discovery,,,,,,2.5,77.6,storm,Flower & Garden,3,park_hopper,5.19,4.79
16599,2025-06-19 14:21:18,World Showcase American Adventure,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,58.5,59.0,11.1,2.2,87.2,light_rain,none,6,standard,10.0,4.33
15082,2025-06-09 11:58:00,Entrance,World Discovery,,,,,,1.0,89.9,storm,none,3,annual_pass,4.91,2.02
17543,2025-06-23 12:38:38,World Showcase Italy,World Showcase Germany,,,,,,3.3,80.7,clear,none,5,standard,6.31,3.54
427,2025-01-18 13:24:32,World Showcase Germany,World Showcase Italy,,,,,,6.7,55.0,clear,Festival of the Arts,6,standard,4.56,4.71
21180,2025-07-30 13:05:05,World Showcase Norway,World Showcase Mexico,,,,,,2.9,90.9,storm,Food & Wine,2,annual_pass,6.78,2.08
25246,2025-09-20 12:12:48,World Nature,Entrance,Guardians of the Galaxy: Cosmic Rewind,Thrill,81.6,77.3,13.7,6.8,82.0,cloudy,Food & Wine,5,standard,9.76,7.31
22169,2025-08-11 16:15:10,World Showcase Norway,World Showcase China,The Seas with Nemo & Friends,Family,8.7,8.0,12.4,2.2,77.2,storm,Food & Wine,4,standard,7.7,1.31
26990,2025-11-01 13:13:55,World Showcase Morocco,World Showcase Japan,,,,,,9.6,82.7,clear,Food & Wine,4,standard,5.5,3.54
12536,2025-05-12 18:52:59,World Showcase Germany,World Showcase China,Journey Into Imagination with Figment,Family,5.0,4.2,8.8,1.0,66.9,storm,Flower & Garden,3,annual_pass,7.47,1.0
9011,2025-04-03 18:19:00,World Showcase China,World Showcase Germany,,,,,,1.0,59.1,light_rain,Flower & Garden,4,park_hopper,5.56,2.11
10690,2025-04-22 17:18:53,World Showcase Italy,World Showcase American Adventure,Spaceship Earth,Family,8.3,6.3,17.0,2.2,82.6,storm,Flower & Garden,3,standard,6.52,1.0
23732,2025-09-09 09:27:00,World Nature,World Showcase Canada,,,,,,3.1,80.5,clear,Food & Wine,3,standard,4.86,3.87
4168,2025-02-04 18:40:41,World Showcase American Adventure,World Showcase Italy,Frozen Ever After,Family,31.3,27.4,11.6,3.4,66.1,clear,Festival of the Arts,5,park_hopper,8.48,2.0
22800,2025-08-17 13:26:03,World Discovery,Entrance,,,,,,8.0,83.0,cloudy,Food & Wine,5,park_hopper,4.72,3.66
6332,2025-02-21 17:17:35,Entrance,World Nature,,,,,,1.8,71.1,clear,Festival of the Arts,6,standard,5.25,3.96
9571,2025-04-11 17:41:14,World Showcase United Kingdom,World Showcase Germany,Gran Fiesta Tour,Family,5.0,3.0,12.2,1.6,83.9,clear,Flower & Garden,3,standard,7.49,1.0
14810,2025-06-08 13:56:29,World Showcase Japan,World Showcase Morocco,,,,,,4.6,81.1,clear,none,3,annual_pass,6.41,2.55
17935,2025-06-26 11:51:07,World Showcase France,World Showcase Morocco,,,,,,1.8,77.1,storm,none,6,standard,5.92,3.42
13792,2025-05-31 17:11:40,World Showcase American Adventure,World Showcase Japan,,,,,,3.3,68.1,clear,Flower & Garden,5,standard,5.64,1.66
15632,2025-06-11 15:05:56,World Showcase Japan,World Celebration,,,,,,1.1,92.3,storm,none,3,standard,6.98,1.87
8479,2025-04-01 17:26:40,World Showcase France,World Showcase Morocco,Soarin' Around the World,Family,29.6,29.4,12.6,1.9,69.8,clear,Flower & Garden,3,park_hopper,9.88,1.56
11515,2025-05-01 16:08:25,World Showcase United Kingdom,Entrance,,,,,,2.6,77.8,clear,Flower & Garden,2,standard,6.79,2.68
12279,2025-05-11 18:03:22,World Showcase Canada,World Showcase Norway,,,,,,1.7,73.8,cloudy,Flower & Garden,6,standard,5.72,5.02
4818,2025-02-08 13:25:07,World Nature,World Showcase Germany,,,,,,5.4,55.0,clear,Festival of the Arts,4,standard,6.92,2.76
4921,2025-02-08 20:59:21,World Showcase Mexico,World Showcase Norway,Mission: SPACE,Thrill,19.9,18.1,15.6,3.3,55.0,clear,Festival of the Arts,4,park_hopper,8.08,1.24
4726,2025-02-07 16:33:46,World Showcase Japan,World Showcase American Adventure,Spaceship Earth,Family,8.7,8.7,13.3,3.3,64.8,clear,Festival of the Arts,3,park_hopper,7.98,1.16
8425,2025-03-17 09:03:00,Entrance,World Showcase China,,,,,,1.0,60.2,clear,Flower & Garden,4,standard,6.8,4.02
6047,2025-02-16 15:33:07,World Discovery,World Showcase American Adventure,The Seas with Nemo & Friends,Family,17.2,14.9,7.9,3.9,74.5,cloudy,Festival of the Arts,4,park_hopper,5.68,1.0
12378,2025-05-12 18:51:46,World Showcase China,World Showcase Germany,,,,,,1.0,66.9,storm,Flower & Garden,3,park_hopper,3.39,3.12
16477,2025-06-19 12:02:03,World Nature,Entrance,Guardians of the Galaxy: Cosmic Rewind,Thrill,31.1,30.1,12.8,2.9,87.2,light_rain,none,5,standard,9.8,1.48
20234,2025-07-20 19:31:58,World Celebration,World Showcase American Adventure,,,,,,3.1,92.0,cloudy,none,2,standard,6.4,3.15
26059,2025-10-12 13:36:09,World Celebration,World Showcase United Kingdom,Remy's Ratatouille Adventure,Family,58.6,58.0,17.3,8.7,80.2,cloudy,Food & Wine,1,annual_pass,7.83,7.59
629,2025-01-19 19:20:23,World Nature,World Showcase Canada,,,,,,4.9,66.2,clear,Festival of the Arts,1,annual_pass,5.2,4.27
209,2025-01-17 12:29:00,Entrance,World Discovery,,,,,,4.6,57.0,clear,Festival of the Arts,6,standard,8.0,2.34
10034,2025-04-14 12:29:16,World Celebration,World Nature,Remy's Ratatouille Adventure,Family,36.4,34.4,9.9,3.0,81.2,clear,Flower & Garden,2,standard,8.57,3.57
21106,2025-07-24 14:37:46,World Showcase Canada,World Showcase Italy,,,,,,3.1,87.7,clear,none,4,standard,4.46,3.44
2793,2025-01-28 10:26:04,World Showcase United Kingdom,World Showcase Canada,Guardians of the Galaxy: Cosmic Rewind,Thrill,57.5,52.9,13.5,3.4,55.0,light_rain,Festival of the Arts,3,standard,9.77,4.25
15840,2025-06-17 14:18:19,World Showcase Morocco,World Showcase Japan,,,,,,1.9,87.4,storm,none,1,annual_pass,4.56,3.54
3795,2025-02-02 12:03:24,World Discovery,World Showcase American Adventure,,,,,,5.7,55.0,clear,Festival of the Arts,6,standard,6.98,1.52
2401,2025-01-26 11:34:00,World Nature,World Showcase Canada,Living with the Land,Family,16.5,14.6,14.1,3.9,73.1,clear,Festival of the Arts,6,standard,8.27,1.33
3996,2025-02-03 15:05:36,Entrance,World Discovery,Frozen Ever After,Family,54.1,53.1,12.5,3.2,65.3,light_rain,Festival of the Arts,5,standard,9.0,3.74
3903,2025-02-02 15:19:01,World Showcase American Adventure,World Discovery,,,,,,4.6,55.0,clear,Festival of the Arts,3,park_hopper,5.2,3.27
27350,2025-11-09 10:35:03,World Nature,World Showcase Canada,Guardians of the Galaxy: Cosmic Rewind,Thrill,56.5,55.4,16.2,5.9,95.0,clear,Food & Wine,4,standard,10.0,4.35
5870,2025-02-16 12:14:00,World Showcase United Kingdom,World Showcase Canada,,,,,,5.9,74.5,cloudy,Festival of the Arts,6,standard,3.27,3.6
1208,2025-01-21 14:40:17,World Celebration,World Showcase American Adventure,,,,,,3.4,60.0,light_rain,Festival of the Arts,5,park_hopper,4.9,4.62
17300,2025-06-22 17:49:44,World Showcase Germany,World Showcase Italy,,,,,,1.3,91.5,storm,none,6,standard,6.26,2.26
14122,2025-06-05 16:28:20,World Showcase Mexico,World Showcase Morocco,,,,,,1.0,98.0,storm,none,4,standard,4.02,1.0
19245,2025-07-10 18:26:59,World Showcase Norway,World Showcase China,Soarin' Around the World,Family,28.9,30.9,14.6,1.0,76.6,cloudy,none,3,standard,9.08,1.06
11728,2025-05-02 13:09:28,World Showcase Japan,World Showcase Morocco,Soarin' Around the World,Family,61.0,56.0,14.6,3.6,81.6,clear,Flower & Garden,3,standard,9.99,5.52
9038,2025-04-03 13:42:34,World Showcase American Adventure,World Showcase Japan,,,,,,2.8,59.1,light_rain,Flower & Garden,4,standard,5.66,1.0
4290,2025-02-04 14:07:47,World Showcase Norway,World Showcase China,,,,,,4.7,66.1,clear,Festival of the Arts,5,standard,5.83,3.24
25153,2025-09-20 19:17:48,World Showcase Canada,World Showcase Germany,,,,,,3.9,82.0,cloudy,Food & Wine,2,standard,5.74,2.87
16435,2025-06-19 14:30:57,World Discovery,Entrance,,,,,,1.7,87.2,light_rain,none,2,standard,3.84,2.39
26696,2025-10-27 10:32:07,World Nature,Entrance,,,,,,1.7,83.6,storm,Food & Wine,2,standard,5.87,3.62
17595,2025-06-23 18:54:47,World Discovery,Entrance,,,,,,2.2,80.7,clear,none,3,park_hopper,6.31,3.76
9828,2025-04-13 17:23:41,World Showcase Norway,World Showcase China,Frozen Ever After,Family,47.3,48.9,17.3,2.4,82.0,light_rain,Flower & Garden,2,annual_pass,7.94,3.41
26244,2025-10-12 14:32:10,World Showcase Germany,World Showcase Italy,,,,,,8.8,80.2,cloudy,Food & Wine,4,park_hopper,6.74,3.27
4357,2025-02-04 16:24:29,World Showcase Japan,World Showcase American Adventure,,,,,,3.1,66.1,clear,Festival of the Arts,2,standard,4.16,5.15
9586,2025-04-11 09:04:00,Entrance,World Discovery,,,,,,1.0,83.9,clear,Flower & Garden,6,standard,6.35,3.45
27929,2025-11-14 17:31:56,World Showcase Morocco,World Showcase France,,,,,,4.0,75.7,light_rain,Food & Wine,6,standard,5.99,3.28
17889,2025-06-26 12:48:36,World Discovery,World Showcase Italy,,,,,,1.2,77.1,storm,none,3,standard,4.54,3.26
1923,2025-01-25 17:40:16,World Showcase Norway,World Showcase Mexico,,,,,,2.8,55.0,cloudy,Festival of the Arts,4,standard,4.73,2.82
20486,2025-07-20 15:45:38,World Showcase American Adventure,World Celebration,Soarin' Around the World,Family,32.9,28.5,12.3,4.5,92.0,cloudy,none,3,standard,9.03,2.01
10088,2025-04-14 14:22:23,World Discovery,Entrance,,,,,,2.0,81.2,clear,Flower & Garden,6,standard,6.34,1.42
2143,2025-01-25 13:18:56,World Showcase United Kingdom,World Showcase Canada,Mission: SPACE,Thrill,29.1,25.8,12.1,4.8,55.0,cloudy,Festival of the Arts,4,standard,7.76,2.09
15757,2025-06-11 13:59:58,World Showcase China,World Showcase France,,,,,,2.0,92.3,storm,none,3,standard,4.61,2.01
27388,2025-11-09 14:12:00,Entrance,World Nature,Spaceship Earth,Family,27.8,25.3,7.1,9.2,95.0,clear,Food & Wine,5,park_hopper,6.09,3.59
16302,2025-06-18 11:16:44,World Showcase Canada,World Showcase Germany,,,,,,3.0,72.1,cloudy,none,5,standard,8.08,5.79
5152,2025-02-09 15:05:24,World Showcase United Kingdom,World Showcase France,The Seas with Nemo & Friends,Family,20.5,19.2,15.7,3.9,55.8,clear,Festival of the Arts,3,standard,7.13,2.0
26055,2025-10-12 12:21:00,Entrance,World Nature,Mission: SPACE,Thrill,33.9,34.5,15.0,7.9,80.2,cloudy,Food & Wine,2,annual_pass,8.38,4.16
22736,2025-08-17 17:01:17,World Showcase Morocco,World Showcase France,,,,,,5.8,83.0,cloudy,Food & Wine,4,standard,3.42,2.51
1101,2025-01-20 13:56:19,World Showcase Morocco,World Showcase France,,,,,,3.7,67.2,cloudy,Festival of the Arts,2,standard,6.9,3.14
12026,2025-05-05 13:58:10,World Showcase China,World Showcase Norway,,,,,,1.0,82.3,storm,Flower & Garden,2,standard,8.41,1.0
4307,2025-02-04 17:55:53,World Showcase American Adventure,World Discovery,,,,,,1.8,66.1,clear,Festival of the Arts,2,standard,3.04,4.17
3705,2025-02-02 11:41:06,World Showcase Canada,World Nature,Journey Into Imagination with Figment,Family,8.8,8.6,11.8,3.9,55.0,clear,Festival of the Arts,2,annual_pass,7.57,1.0
21461,2025-08-03 14:52:00,Entrance,World Showcase Mexico,Beauty and the Beast Sing-Along,Slow,5.0,3.7,16.1,7.5,84.3,cloudy,Food & Wine,3,park_hopper,5.49,1.55
9306,2025-04-09 15:40:49,World Showcase American Adventure,World Showcase Italy,,,,,,1.7,76.4,clear,Flower & Garden,4,standard,4.33,3.71
26360,2025-10-14 12:59:00,Entrance,World Nature,Spaceship Earth,Family,16.3,16.1,12.1,6.0,72.6,cloudy,Food & Wine,4,standard,5.69,2.6
10420,2025-04-15 16:13:34,World Showcase United Kingdom,World Showcase France,,,,,,1.8,75.7,clear,Flower & Garden,3,standard,4.47,1.83
14982,2025-06-09 12:51:51,World Showcase American Adventure,World Discovery,,,,,,1.0,89.9,storm,none,3,standard,5.87,1.88
7846,2025-03-11 15:51:13,World Discovery,World Showcase Mexico,,,,,,2.2,83.6,cloudy,Flower & Garden,4,standard,4.06,2.46
15502,2025-06-10 13:11:00,Entrance,World Discovery,Remy's Ratatouille Adventure,Family,26.4,21.7,12.3,2.4,70.2,cloudy,none,3,park_hopper,8.44,2.34
5431,2025-02-11 14:46:39,World Showcase Canada,World Showcase United Kingdom,,,,,,4.7,60.7,clear,Festival of the Arts,6,standard,4.02,2.85
13854,2025-05-31 15:10:46,World Nature,Entrance,Beauty and the Beast Sing-Along,Slow,5.0,1.0,8.8,2.9,68.1,clear,Flower & Garden,3,standard,6.91,1.0
17182,2025-06-21 18:14:34,World Showcase Canada,World Nature,The Seas with Nemo & Friends,Family,16.5,14.8,7.7,3.6,80.1,light_rain,none,3,standard,8.25,2.82
6311,2025-02-17 19:24:25,World Showcase American Adventure,World Showcase Italy,,,,,,4.2,74.4,cloudy,Festival of the Arts,1,annual_pass,6.72,4.97
5235,2025-02-09 10:30:00,World Celebration,World Showcase Mexico,,,,,,3.9,55.8,clear,Festival of the Arts,3,standard,4.53,3.02
15261,2025-06-10 16:37:54,World Showcase France,World Showcase Mexico,Reflections of China,Slow,5.0,2.1,7.7,2.5,70.2,cloudy,none,6,standard,7.16,1.0
23915,2025-09-10 09:12:00,Entrance,World Discovery,Test Track,Thrill,29.9,24.1,10.8,2.0,74.6,clear,Food & Wine,5,standard,9.1,1.79
7052,2025-02-24 16:25:22,World Celebration,World Discovery,,,,,,2.9,59.0,storm,Festival of the Arts,2,standard,5.56,5.27
18112,2025-06-27 17:09:30,World Showcase Norway,World Showcase Mexico,,,,,,3.0,87.8,cloudy,none,3,standard,5.54,2.08
4781,2025-02-08 15:48:43,World Showcase American Adventure,World Showcase Japan,,,,,,3.6,55.0,clear,Festival of the Arts,2,park_hopper,7.02,3.8
18428,2025-06-30 19:42:42,World Showcase Norway,World Showcase China,,,,,,2.4,84.5,clear,none,4,standard,5.39,3.39
19081,2025-07-10 12:10:18,World Showcase Canada,World Showcase United Kingdom,Gran Fiesta Tour,Family,5.3,4.7,7.9,3.2,76.6,cloudy,none,5,standard,6.93,1.0
24075,2025-09-10 09:29:00,World Discovery,World Celebration,Spaceship Earth,Family,9.4,9.5,13.3,2.4,74.6,clear,Food & Wine,3,annual_pass,7.91,1.0
7451,2025-03-08 11:54:00,World Discovery,World Showcase American Adventure,Spaceship Earth,Family,9.8,12.2,11.1,3.4,69.6,clear,Flower & Garden,2,park_hopper,6.28,1.57
2679,2025-01-28 20:51:05,World Showcase France,World Showcase United Kingdom,,,,,,1.0,55.0,light_rain,Festival of the Arts,5,park_hopper,5.04,1.61
20781,2025-07-23 16:11:27,Entrance,World Discovery,,,,,,2.4,87.6,clear,none,5,park_hopper,3.71,4.51
19199,2025-07-10 17:07:48,World Showcase Germany,World Showcase China,Remy's Ratatouille Adventure,Family,61.9,54.2,10.6,3.0,76.6,cloudy,none,3,park_hopper,10.0,3.88
3329,2025-01-31 10:09:00,Entrance,World Nature,Remy's Ratatouille Adventure,Family,54.5,50.9,10.6,3.3,64.7,cloudy,Festival of the Arts,4,standard,7.91,2.99
1888,2025-01-25 12:51:27,Entrance,World Discovery,Gran Fiesta Tour,Family,10.5,9.1,18.8,5.3,55.0,cloudy,Festival of the Arts,4,standard,5.49,1.56
15968,2025-06-17 09:06:00,Entrance,World Nature,,,,,,1.0,87.4,storm,none,5,standard,5.89,3.56
22858,2025-08-31 11:52:00,World Nature,World Showcase Canada,,,,,,6.3,61.5,cloudy,Food & Wine,6,standard,4.41,4.5
8089,2025-03-16 17:43:29,World Nature,World Showcase Canada,,,,,,2.7,79.2,clear,Flower & Garden,2,standard,4.81,2.6
23941,2025-09-10 14:50:42,World Discovery,Entrance,,,,,,6.3,74.6,clear,Food & Wine,4,standard,4.67,1.64
10862,2025-04-23 14:51:55,World Showcase Canada,World Nature,,,,,,4.8,64.1,clear,Flower & Garden,6,standard,7.06,3.2
3775,2025-02-02 09:53:00,Entrance,World Nature,,,,,,2.2,55.0,clear,Festival of the Arts,2,standard,4.29,5.75
5747,2025-02-14 15:48:15,World Showcase Germany,World Showcase China,,,,,,3.1,68.1,clear,Festival of the Arts,2,annual_pass,6.78,3.85
26619,2025-10-27 14:09:29,World Showcase China,World Showcase Norway,Gran Fiesta Tour,Family,6.9,5.4,11.9,3.5,83.6,storm,Food & Wine,3,standard,6.76,1.0
25432,2025-10-06 20:30:53,World Showcase American Adventure,World Discovery,Remy's Ratatouille Adventure,Family,37.1,31.5,12.9,3.5,83.3,light_rain,Food & Wine,4,standard,8.42,2.31
21817,2025-08-10 17:32:48,World Discovery,World Celebration,Test Track,Thrill,28.4,24.9,10.0,2.7,73.5,storm,Food & Wine,5,standard,9.48,2.07
25176,2025-09-20 16:14:26,World Showcase Canada,World Showcase United Kingdom,,,,,,4.8,82.0,cloudy,Food & Wine,5,standard,5.89,2.71
17717,2025-06-23 13:28:00,Entrance,World Discovery,,,,,,4.1,80.7,clear,none,3,park_hopper,4.16,3.14
22169,2025-08-11 15:35:10,World Showcase France,Entrance,,,,,,3.0,77.2,storm,Food & Wine,4,standard,5.82,2.57
10611,2025-04-22 16:35:18,World Showcase Japan,World Showcase American Adventure,Soarin' Around the World,Family,31.3,30.1,6.3,1.1,82.6,storm,Flower & Garden,5,standard,8.25,2.45
11326,2025-05-01 15:56:20,World Nature,World Showcase Canada,Remy's Ratatouille Adventure,Family,40.2,54.7,11.5,2.9,77.8,clear,Flower & Garden,2,standard,8.15,3.86
11729,2025-05-02 09:22:00,World Nature,World Celebration,,,,,,1.0,81.6,clear,Flower & Garden,2,standard,2.45,1.68
18352,2025-06-30 13:50:15,World Nature,Entrance,Test Track,Thrill,32.5,27.8,15.5,3.0,84.5,clear,none,2,annual_pass,8.17,3.29
19573,2025-07-13 13:35:11,World Showcase American Adventure,World Showcase Japan,,,,,,5.4,94.9,clear,none,6,standard,4.1,3.18
19396,2025-07-13 09:25:00,Entrance,World Nature,,,,,,1.8,94.9,clear,none,3,standard,6.64,2.53
18381,2025-06-30 19:55:50,World Showcase Canada,World Showcase United Kingdom,,,,,,2.7,84.5,clear,none,2,standard,4.96,4.87
24009,2025-09-10 14:52:01,World Showcase American Adventure,World Showcase United Kingdom,,,,,,5.9,74.6,clear,Food & Wine,2,standard,6.86,3.99
26047,2025-10-12 20:44:01,World Showcase United Kingdom,World Showcase Canada,,,,,,3.7,80.2,cloudy,Food & Wine,2,park_hopper,5.44,3.45
407,2025-01-18 12:45:39,World Discovery,Entrance,Living with the Land,Family,31.1,28.7,10.9,6.1,55.0,clear,Festival of the Arts,3,annual_pass,7.8,2.61
12084,2025-05-11 20:04:16,World Showcase Norway,World Showcase China,,,,,,2.4,73.8,cloudy,Flower & Garden,5,park_hopper,6.64,5.46
21748,2025-08-10 11:52:42,World Showcase Morocco,World Showcase France,Soarin' Around the World,Family,53.8,50.0,14.2,4.4,73.5,storm,Food & Wine,2,standard,9.56,4.1
22474,2025-08-14 11:11:53,World Showcase Italy,World Showcase Germany,,,,,,2.3,75.3,light_rain,Food & Wine,6,standard,6.3,1.0
14465,2025-06-06 15:16:15,World Showcase China,World Showcase United Kingdom,,,,,,2.7,85.9,cloudy,none,3,park_hopper,5.82,3.39
25891,2025-10-08 18:50:46,World Showcase Japan,World Nature,Soarin' Around the World,Family,29.9,30.0,10.5,3.6,70.8,cloudy,Food & Wine,5,standard,8.27,2.83
20480,2025-07-20 19:51:34,Entrance,World Nature,,,,,,4.1,92.0,cloudy,none,1,annual_pass,6.52,4.64
23755,2025-09-09 12:02:56,World Showcase Italy,World Showcase Germany,,,,,,7.4,80.5,clear,Food & Wine,2,annual_pass,5.67,4.59
25672,2025-10-07 17:37:54,World Discovery,World Celebration,Guardians of the Galaxy: Cosmic Rewind,Thrill,63.7,53.9,8.1,2.7,73.7,clear,Food & Wine,2,annual_pass,9.9,4.51
23817,2025-09-09 16:41:29,World Showcase American Adventure,World Discovery,,,,,,4.9,80.5,clear,Food & Wine,3,annual_pass,6.89,1.0
24790,2025-09-19 14:02:15,World Showcase Germany,World Showcase China,Living with the Land,Family,19.8,19.0,7.2,7.0,72.1,cloudy,Food & Wine,5,park_hopper,6.73,3.43
1813,2025-01-25 16:37:15,World Showcase Mexico,World Showcase Canada,,,,,,5.6,55.0,cloudy,Festival of the Arts,3,annual_pass,6.39,4.25
23112,2025-09-03 11:46:20,World Showcase Japan,World Showcase China,,,,,,2.2,86.7,storm,Food & Wine,4,standard,6.94,5.32
19995,2025-07-15 12:01:37,World Showcase Italy,World Showcase Germany,,,,,,2.9,74.6,cloudy,none,6,standard,6.48,2.7
17767,2025-06-23 16:29:00,World Showcase Morocco,World Showcase France,,,,,,3.0,80.7,clear,none,5,park_hopper,6.06,2.24
25032,2025-09-20 20:13:04,World Celebration,World Nature,The Seas with Nemo & Friends,Family,13.3,11.0,9.9,5.5,82.0,cloudy,Food & Wine,3,standard,6.56,2.0
25310,2025-10-06 14:55:36,World Nature,World Showcase United Kingdom,The American Adventure,Slow,5.0,3.2,10.7,4.1,83.3,light_rain,Food & Wine,5,standard,7.42,1.86
26133,2025-10-12 16:23:49,World Showcase Japan,World Nature,Beauty and the Beast Sing-Along,Slow,5.0,2.9,19.1,5.8,80.2,cloudy,Food & Wine,2,standard,6.29,1.39
6221,2025-02-17 16:41:01,Entrance,World Nature,Living with the Land,Family,9.1,8.9,12.2,1.7,74.4,cloudy,Festival of the Arts,6,standard,8.03,1.0
15522,2025-06-10 17:23:26,World Showcase Italy,World Showcase Germany,,,,,,4.1,70.2,cloudy,none,6,standard,4.33,3.67
6599,2025-02-22 13:53:18,World Showcase Morocco,World Showcase Japan,Test Track,Thrill,30.9,30.0,5.7,4.0,58.8,cloudy,Festival of the Arts,3,annual_pass,7.91,2.33
2307,2025-01-26 19:29:14,World Showcase Morocco,World Showcase Japan,,,,,,4.4,73.1,clear,Festival of the Arts,4,standard,5.13,3.76
